,Parameter,General source,Source,Commodity,Value,"Commodity, source"
2490,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Steel,0.068,"Steel, literature"
2491,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Steel,0.037,"Steel, literature"
2492,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Steel,-0.001,"Steel, literature"
2493,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Steel,-0.012,"Steel, literature"
2494,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Steel,-0.009,"Steel, literature"
2495,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Steel,0.1,"Steel, literature"
2496,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Steel,0.054,"Steel, literature"
2497,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Steel,0.01,"Steel, literature"
2498,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Steel,0.029,"Steel, literature"
2499,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Steel,0.069,"Steel, literature"
2500,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Steel,0.039,"Steel, literature"
2501,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Steel,-0.002,"Steel, literature"
2502,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Steel,-0.013,"Steel, literature"
2503,"Mine CU elasticity
to TCM (*)",Literature,"Guzman-Soria (2019), a",Steel,0.0425,"Steel, literature"
2504,"Mine CU elasticity
to TCM (*)",Literature,"Guzman-Soria (2019), b",Steel,0.2419,"Steel, literature"
2505,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), a",Steel,0.49,"Steel, literature"
2506,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), b",Steel,0.27,"Steel, literature"
2507,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), c",Steel,0.11,"Steel, literature"
2508,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), d",Steel,0.55,"Steel, literature"
2509,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), e",Steel,0.27,"Steel, literature"
2510,"Mine CU elasticity
to TCM (*)",Literature,"Labson (1995), a",Steel,0.3,"Steel, literature"
2511,"Mine CU elasticity
to TCM (*)",Literature,"Labson (1995), b",Steel,0.26,"Steel, literature"
2512,"Mine CU elasticity
to TCM (*)",Literature,"Labson (1995), c",Steel,0.13,"Steel, literature"
2513,"Mine CU elasticity
to TCM (*)",Literature,"Labson (1995), d",Steel,0.1,"Steel, literature"
2514,"Mine CU elasticity
to TCM (*)",Literature,"Labson (1995), e",Steel,0.04,"Steel, literature"
2515,"Mine CU elasticity
to TCM (*)",Literature,"Labson (1995), f",Steel,0.04,"Steel, literature"
2516,"Mine CU elasticity
to TCM (*)",Literature,"Labson (1995), g",Steel,0.43,"Steel, literature"
2517,"Mine CU elasticity
to TCM (*)",Literature,"Labson (1995), h",Steel,0.66,"Steel, literature"
2518,"Mine CU elasticity
to TCM (*)",Literature,"Labson (1995), i",Steel,0.85,"Steel, literature"
2519,"Mine CU elasticity
to TCM (*)",Literature,"Labson (1995), j",Steel,0.72,"Steel, literature"
2520,"Mine CU elasticity
to TCM (*)",Literature,"Labson (1995), k",Steel,0.21,"Steel, literature"
2521,"Mine CU elasticity
to TCM (*)",Literature,"Labson (1995), l",Steel,0.04,"Steel, literature"
2522,"Mine CU elasticity
to TCM (*)",Literature,"Damuth (1979), in Damuth (2011)",Steel,0.833,"Steel, literature"
2523,"Mine CU elasticity
to TCM (*)",Literature,"Damuth (1979), in Damuth (2011)",Steel,0.365,"Steel, literature"
2524,"Mine CU elasticity
to TCM (*)",Literature,Damuth (2011),Steel,0.885,"Steel, literature"
2525,"Mine CU elasticity
to TCM (*)",Literature,Damuth (2011),Steel,0.589,"Steel, literature"
2526,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,1.36,"Steel, literature"
2527,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,1.01,"Steel, literature"
2528,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,0.82,"Steel, literature"
2529,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,0.54,"Steel, literature"
2530,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,1.03,"Steel, literature"
2531,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,1.07,"Steel, literature"
2532,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,0.77,"Steel, literature"
2533,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,0.12,"Steel, literature"
2534,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,0.55,"Steel, literature"
2535,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,-0.17,"Steel, literature"
2536,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,0.11,"Steel, literature"
2537,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,-0.07,"Steel, literature"
2538,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,0.3,"Steel, literature"
2539,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,-0.12,"Steel, literature"
2540,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,0.28,"Steel, literature"
2541,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,0.14,"Steel, literature"
2542,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,-0.05,"Steel, literature"
2543,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,-0.15,"Steel, literature"
2544,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,-0.05,"Steel, literature"
2545,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,0.18,"Steel, literature"
2546,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,0.27,"Steel, literature"
2547,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,-0.04,"Steel, literature"
2548,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,0.04,"Steel, literature"
2549,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,0.18,"Steel, literature"
2550,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,0.05,"Steel, literature"
2551,"Mine CU elasticity
to TCM (*)",Literature,Priovolos (1987),Steel,0.49,"Steel, literature"
2552,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), a",Steel,0.05,"Steel, literature"
2553,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), a",Steel,0.05,"Steel, literature"
2554,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), a",Steel,0.19,"Steel, literature"
2555,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), a",Steel,0.45,"Steel, literature"
2556,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), a",Steel,0.27,"Steel, literature"
2557,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), a",Steel,0.1,"Steel, literature"
2558,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), a",Steel,0.04,"Steel, literature"
2559,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), b",Steel,-0.19,"Steel, literature"
2560,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), b",Steel,-0.31,"Steel, literature"
2561,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), b",Steel,-0.64,"Steel, literature"
2562,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), b",Steel,-0.04,"Steel, literature"
2563,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), b",Steel,-0.13,"Steel, literature"
2564,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), b",Steel,-0.1,"Steel, literature"
2565,"Mine CU elasticity
to TCM (*)",Literature,"Priovolos (1987), b",Steel,-0.16,"Steel, literature"
2566,"$\frac{1}{10} x$ Mine cost
change per year ( )",Literature,Bartos (2007),Steel,-0.22999999999999998,"Steel, literature"
2567,"$\frac{1}{10} x$ Mine cost
change per year ( )",Literature,"Topp (2008), a",Steel,0.19,"Steel, literature"
2568,"$\frac{1}{10} x$ Mine cost
change per year ( )",Literature,"Topp (2008), b",Steel,-0.5900000000000001,"Steel, literature"
2569,"$\frac{1}{10} x$ Mine cost
change per year ( )",Literature,"Topp (2008), c",Steel,0.55,"Steel, literature"
2570,"$\frac{1}{10} x$ Mine cost
change per year ( )",Literature,Humphreys (),Steel,-0.24,"Steel, literature"
2571,"$\frac{1}{10} x$ Mine cost
change per year ( )",Literature,McKinsey (2015),Steel,0.16,"Steel, literature"
2572,"Ore grade elasticity
to COT distribution mean (.)",Literature,Pustov et al. (2013),Steel,0.16950000000000004,"Steel, literature"
2573,"Collection elasticity to
scrap price ( )",This study,This study 0,Zn,0.9649572441534028,"Zn, this study"
2574,"Collection elasticity to
scrap price ( )",This study,This study 1,Zn,0.7561845648728331,"Zn, this study"
2575,"Collection elasticity to
scrap price ( )",This study,This study 2,Zn,0.0587900976050614,"Zn, this study"
2576,"Collection elasticity to
scrap price ( )",This study,This study 3,Zn,0.8054862772807762,"Zn, this study"
2577,"Collection elasticity to
scrap price ( )",This study,This study 4,Zn,0.4050010606903421,"Zn, this study"
2578,"Collection elasticity to
scrap price ( )",This study,This study 5,Zn,0.2459289555050869,"Zn, this study"
2579,"Collection elasticity to
scrap price ( )",This study,This study 6,Zn,0.2164900090457119,"Zn, this study"
2580,"Collection elasticity to
scrap price ( )",This study,This study 7,Zn,0.3372060468840671,"Zn, this study"
2581,"Collection elasticity to
scrap price ( )",This study,This study 8,Zn,0.603234969551197,"Zn, this study"
2582,"Collection elasticity to
scrap price ( )",This study,This study 9,Zn,0.6526333183085757,"Zn, this study"
2583,"Collection elasticity to
scrap price ( )",This study,This study 10,Zn,0.0594195907229834,"Zn, this study"
2584,"Collection elasticity to
scrap price ( )",This study,This study 11,Zn,0.4882276614204429,"Zn, this study"
2585,"Collection elasticity to
scrap price ( )",This study,This study 12,Zn,0.6068232108110407,"Zn, this study"
2586,"Collection elasticity to
scrap price ( )",This study,This study 13,Zn,0.2477610398171453,"Zn, this study"
2587,"Collection elasticity to
scrap price ( )",This study,This study 14,Zn,0.6196001304437728,"Zn, this study"
2588,"Collection elasticity to
scrap price ( )",This study,This study 15,Zn,0.5676249319765525,"Zn, this study"
2589,"Collection elasticity to
scrap price ( )",This study,This study 16,Zn,0.4452824487733573,"Zn, this study"
2590,"Collection elasticity to
scrap price ( )",This study,This study 17,Zn,0.7366903377473242,"Zn, this study"
2591,"Collection elasticity to
scrap price ( )",This study,This study 18,Zn,0.9116037310252186,"Zn, this study"
2592,"Collection elasticity to
scrap price ( )",This study,This study 19,Zn,0.9260967753339966,"Zn, this study"
2593,"Collection elasticity to
scrap price ( )",This study,This study 20,Zn,0.8220957355004725,"Zn, this study"
2594,"Collection elasticity to
scrap price ( )",This study,This study 21,Zn,0.9711452583289284,"Zn, this study"
2595,"Collection elasticity to
scrap price ( )",This study,This study 22,Zn,0.8864436988685301,"Zn, this study"
2596,"Collection elasticity to
scrap price ( )",This study,This study 23,Zn,0.9677710010602032,"Zn, this study"
2597,"Collection elasticity to
scrap price ( )",This study,This study 24,Zn,0.6177544243044922,"Zn, this study"
2598,"Intensity elasticity to
GDP (***)",This study,This study 0,Zn,-0.2294624728420508,"Zn, this study"
2599,"Intensity elasticity to
GDP (***)",This study,This study 1,Zn,-0.0153562446787236,"Zn, this study"
2600,"Intensity elasticity to
GDP (***)",This study,This study 2,Zn,0.0959012196549851,"Zn, this study"
2601,"Intensity elasticity to
GDP (***)",This study,This study 3,Zn,0.3441978916729996,"Zn, this study"
2602,"Intensity elasticity to
GDP (***)",This study,This study 4,Zn,0.2296452934032996,"Zn, this study"
2603,"Intensity elasticity to
GDP (***)",This study,This study 5,Zn,-0.3177540057775285,"Zn, this study"
2604,"Intensity elasticity to
GDP (***)",This study,This study 6,Zn,0.1801012470819498,"Zn, this study"
2605,"Intensity elasticity to
GDP (***)",This study,This study 7,Zn,-0.22588223724285,"Zn, this study"
2606,"Intensity elasticity to
GDP (***)",This study,This study 8,Zn,0.4630324115793426,"Zn, this study"
2607,"Intensity elasticity to
GDP (***)",This study,This study 9,Zn,-0.1145488218688957,"Zn, this study"
2608,"Intensity elasticity to
GDP (***)",This study,This study 10,Zn,0.0612684837098569,"Zn, this study"
2609,"Intensity elasticity to
GDP (***)",This study,This study 11,Zn,0.4991575528588363,"Zn, this study"
2610,"Intensity elasticity to
GDP (***)",This study,This study 12,Zn,-0.4345832751512129,"Zn, this study"
2611,"Intensity elasticity to
GDP (***)",This study,This study 13,Zn,0.0718451197257548,"Zn, this study"
2612,"Intensity elasticity to
GDP (***)",This study,This study 14,Zn,0.4742978072487376,"Zn, this study"
2613,"Intensity elasticity to
GDP (***)",This study,This study 15,Zn,0.354566567302905,"Zn, this study"
2614,"Intensity elasticity to
GDP (***)",This study,This study 16,Zn,0.98951176912564,"Zn, this study"
2615,"Intensity elasticity to
GDP (***)",This study,This study 17,Zn,0.2336045161636771,"Zn, this study"
2616,"Intensity elasticity to
GDP (***)",This study,This study 18,Zn,0.4892987118965572,"Zn, this study"
2617,"Intensity elasticity to
GDP (***)",This study,This study 19,Zn,0.3515427831848188,"Zn, this study"
2618,"Intensity elasticity to
GDP (***)",This study,This study 20,Zn,0.6576192658519153,"Zn, this study"
2619,"Intensity elasticity to
GDP (***)",This study,This study 21,Zn,0.9627572061399192,"Zn, this study"
2620,"Intensity elasticity to
GDP (***)",This study,This study 22,Zn,-0.4755688029567035,"Zn, this study"
2621,"Intensity elasticity to
GDP (***)",This study,This study 23,Zn,-0.1534348953120307,"Zn, this study"
2622,"Intensity elasticity to
GDP (***)",This study,This study 24,Zn,0.4685673955787239,"Zn, this study"
2623,"Intensity elasticity to
price (***)",This study,This study 0,Zn,-0.5991574461321807,"Zn, this study"
2624,"Intensity elasticity to
price (***)",This study,This study 1,Zn,-0.3448959984745672,"Zn, this study"
2625,"Intensity elasticity to
price (***)",This study,This study 2,Zn,-0.0270077096297154,"Zn, this study"
2626,"Intensity elasticity to
price (***)",This study,This study 3,Zn,-0.5947998389231515,"Zn, this study"
2627,"Intensity elasticity to
price (***)",This study,This study 4,Zn,-0.0046473421185263,"Zn, this study"
2628,"Intensity elasticity to
price (***)",This study,This study 5,Zn,-0.033945601064507,"Zn, this study"
2629,"Intensity elasticity to
price (***)",This study,This study 6,Zn,-0.0322764907389755,"Zn, this study"
2630,"Intensity elasticity to
price (***)",This study,This study 7,Zn,-0.4640123982903416,"Zn, this study"
2631,"Intensity elasticity to
price (***)",This study,This study 8,Zn,-0.5233981550602959,"Zn, this study"
2632,"Intensity elasticity to
price (***)",This study,This study 9,Zn,-0.4660063781219382,"Zn, this study"
2633,"Intensity elasticity to
price (***)",This study,This study 10,Zn,-0.5925684894466972,"Zn, this study"
2634,"Intensity elasticity to
price (***)",This study,This study 11,Zn,-0.3481615559851144,"Zn, this study"
2635,"Intensity elasticity to
price (***)",This study,This study 12,Zn,-0.0575915110452185,"Zn, this study"
2636,"Intensity elasticity to
price (***)",This study,This study 13,Zn,-0.0100672578329952,"Zn, this study"
2637,"Intensity elasticity to
price (***)",This study,This study 14,Zn,-0.4131033971405641,"Zn, this study"
2638,"Intensity elasticity to
price (***)",This study,This study 15,Zn,-0.0083035692824807,"Zn, this study"
2639,"Intensity elasticity to
price (***)",This study,This study 16,Zn,-0.3830299328345051,"Zn, this study"
2640,"Intensity elasticity to
price (***)",This study,This study 17,Zn,-0.472691933858916,"Zn, this study"
2641,"Intensity elasticity to
price (***)",This study,This study 18,Zn,-0.3940521301898112,"Zn, this study"
2642,"Intensity elasticity to
price (***)",This study,This study 19,Zn,-0.3698426004068553,"Zn, this study"
2643,"Intensity elasticity to
price (***)",This study,This study 20,Zn,-0.0444262304477194,"Zn, this study"
2644,"Intensity elasticity to
price (***)",This study,This study 21,Zn,-0.3143040730262813,"Zn, this study"
2645,"Intensity elasticity to
price (***)",This study,This study 22,Zn,-0.2744190059457689,"Zn, this study"
2646,"Intensity elasticity to
price (***)",This study,This study 23,Zn,-0.5660507966752407,"Zn, this study"
2647,"Intensity elasticity to
price (***)",This study,This study 24,Zn,-0.4946984979349352,"Zn, this study"
2648,"10 x Intensity
elasticity to time ( )",This study,This study 0,Zn,0.034162829779395,"Zn, this study"
2649,"10 x Intensity
elasticity to time ( )",This study,This study 1,Zn,-0.0005741039752503452,"Zn, this study"
2650,"10 x Intensity
elasticity to time ( )",This study,This study 2,Zn,-0.218496155401811,"Zn, this study"
2651,"10 x Intensity
elasticity to time ( )",This study,This study 3,Zn,0.124309484762285,"Zn, this study"
2652,"10 x Intensity
elasticity to time ( )",This study,This study 4,Zn,-0.063528167662389,"Zn, this study"
2653,"10 x Intensity
elasticity to time ( )",This study,This study 5,Zn,0.055146173518632005,"Zn, this study"
2654,"10 x Intensity
elasticity to time ( )",This study,This study 6,Zn,-0.205294957577062,"Zn, this study"
2655,"10 x Intensity
elasticity to time ( )",This study,This study 7,Zn,0.11247177066539099,"Zn, this study"
2656,"10 x Intensity
elasticity to time ( )",This study,This study 8,Zn,0.140353658124462,"Zn, this study"
2657,"10 x Intensity
elasticity to time ( )",This study,This study 9,Zn,0.034320920779106,"Zn, this study"
2658,"10 x Intensity
elasticity to time ( )",This study,This study 10,Zn,0.027526608893156,"Zn, this study"
2659,"10 x Intensity
elasticity to time ( )",This study,This study 11,Zn,0.03450619766539,"Zn, this study"
2660,"10 x Intensity
elasticity to time ( )",This study,This study 12,Zn,0.099254624970661,"Zn, this study"
2661,"10 x Intensity
elasticity to time ( )",This study,This study 13,Zn,-0.060742095244913,"Zn, this study"
2662,"10 x Intensity
elasticity to time ( )",This study,This study 14,Zn,-0.14507681830571,"Zn, this study"
2663,"10 x Intensity
elasticity to time ( )",This study,This study 15,Zn,-0.40600768251040803,"Zn, this study"
2664,"10 x Intensity
elasticity to time ( )",This study,This study 16,Zn,-0.49703322118708804,"Zn, this study"
2665,"10 x Intensity
elasticity to time ( )",This study,This study 17,Zn,0.071833180685005,"Zn, this study"
2666,"10 x Intensity
elasticity to time ( )",This study,This study 18,Zn,0.12883983666861198,"Zn, this study"
2667,"10 x Intensity
elasticity to time ( )",This study,This study 19,Zn,-0.012561284461126001,"Zn, this study"
2668,"10 x Intensity
elasticity to time ( )",This study,This study 20,Zn,-0.154411402221192,"Zn, this study"
2669,"10 x Intensity
elasticity to time ( )",This study,This study 21,Zn,-0.126889540163994,"Zn, this study"
2670,"10 x Intensity
elasticity to time ( )",This study,This study 22,Zn,-0.047954591679781,"Zn, this study"
2671,"10 x Intensity
elasticity to time ( )",This study,This study 23,Zn,-0.150546883184908,"Zn, this study"
2672,"10 x Intensity
elasticity to time ( )",This study,This study 24,Zn,-0.003638391923614,"Zn, this study"
2673,"Mine CU elasticity
to TCM (.)",This study,This study 0,Zn,0.7028468379405965,"Zn, this study"
2674,"Mine CU elasticity
to TCM (.)",This study,This study 1,Zn,0.8241538063888671,"Zn, this study"
2675,"Mine CU elasticity
to TCM (.)",This study,This study 2,Zn,0.1643331571455658,"Zn, this study"
2676,"Mine CU elasticity
to TCM (.)",This study,This study 3,Zn,0.6964905335739416,"Zn, this study"
2677,"Mine CU elasticity
to TCM (.)",This study,This study 4,Zn,0.8675618625964616,"Zn, this study"
2678,"Mine CU elasticity
to TCM (.)",This study,This study 5,Zn,0.5301954429730577,"Zn, this study"
2679,"Mine CU elasticity
to TCM (.)",This study,This study 6,Zn,0.3759113692564461,"Zn, this study"
2680,"Mine CU elasticity
to TCM (.)",This study,This study 7,Zn,0.5539629148241692,"Zn, this study"
2681,"Mine CU elasticity
to TCM (.)",This study,This study 8,Zn,0.5994325861219053,"Zn, this study"
2682,"Mine CU elasticity
to TCM (.)",This study,This study 9,Zn,0.8012927125619965,"Zn, this study"
2683,"Mine CU elasticity
to TCM (.)",This study,This study 10,Zn,0.9523713538985896,"Zn, this study"
2684,"Mine CU elasticity
to TCM (.)",This study,This study 11,Zn,0.405692333592656,"Zn, this study"
2685,"Mine CU elasticity
to TCM (.)",This study,This study 12,Zn,0.959318229205338,"Zn, this study"
2686,"Mine CU elasticity
to TCM (.)",This study,This study 13,Zn,0.1750722472478628,"Zn, this study"
2687,"Mine CU elasticity
to TCM (.)",This study,This study 14,Zn,0.7706218330501525,"Zn, this study"
2688,"Mine CU elasticity
to TCM (.)",This study,This study 15,Zn,0.0437250547096403,"Zn, this study"
2689,"Mine CU elasticity
to TCM (.)",This study,This study 16,Zn,0.060719047346751,"Zn, this study"
2690,"Mine CU elasticity
to TCM (.)",This study,This study 17,Zn,0.4745942606591898,"Zn, this study"
2691,"Mine CU elasticity
to TCM (.)",This study,This study 18,Zn,0.9073028273961372,"Zn, this study"
2692,"Mine CU elasticity
to TCM (.)",This study,This study 19,Zn,0.8666672242211958,"Zn, this study"
2693,"Mine CU elasticity
to TCM (.)",This study,This study 20,Zn,0.1782503487137037,"Zn, this study"
2694,"Mine CU elasticity
to TCM (.)",This study,This study 21,Zn,0.3319305799925975,"Zn, this study"
2695,"Mine CU elasticity
to TCM (.)",This study,This study 22,Zn,0.9653376600164316,"Zn, this study"
2696,"Mine CU elasticity
to TCM (.)",This study,This study 23,Zn,0.878147809588092,"Zn, this study"
2697,"Mine CU elasticity
to TCM (.)",This study,This study 24,Zn,0.7535078240332103,"Zn, this study"
2698,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 0,Zn,-0.4970878049995835,"Zn, this study"
2699,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 1,Zn,0.1976803642120883,"Zn, this study"
2700,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 2,Zn,0.2062024049615002,"Zn, this study"
2701,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 3,Zn,-0.03974980940462016,"Zn, this study"
2702,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 4,Zn,0.14825286547253372,"Zn, this study"
2703,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 5,Zn,0.18942777910056127,"Zn, this study"
2704,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 6,Zn,-0.18038997566443132,"Zn, this study"
2705,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 7,Zn,-0.028423512894098207,"Zn, this study"
2706,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 8,Zn,-0.00263984818741951,"Zn, this study"
2707,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 9,Zn,-0.03344495162958685,"Zn, this study"
2708,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 10,Zn,-0.4675932337925329,"Zn, this study"
2709,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 11,Zn,-0.4966768878401937,"Zn, this study"
2710,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 12,Zn,0.1813365569808333,"Zn, this study"
2711,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 13,Zn,0.17198563852284857,"Zn, this study"
2712,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 14,Zn,0.29143889587602273,"Zn, this study"
2713,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 15,Zn,0.18299254708327412,"Zn, this study"
2714,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 16,Zn,-0.361227550772262,"Zn, this study"
2715,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 17,Zn,-0.031809348960125036,"Zn, this study"
2716,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 18,Zn,0.09104425518798688,"Zn, this study"
2717,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 19,Zn,0.3812697842610056,"Zn, this study"
2718,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 20,Zn,-0.23835715902856291,"Zn, this study"
2719,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 21,Zn,-0.4427816780306659,"Zn, this study"
2720,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 22,Zn,0.06979597912354488,"Zn, this study"
2721,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 23,Zn,-0.08320151497456445,"Zn, this study"
2722,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 24,Zn,0.4008737690961176,"Zn, this study"
2723,"Mine cost elasticity
to ore grade ( )",This study,This study 0,Zn,-0.4238549831563132,"Zn, this study"
2724,"Mine cost elasticity
to ore grade ( )",This study,This study 1,Zn,-0.3386728794005638,"Zn, this study"
2725,"Mine cost elasticity
to ore grade ( )",This study,This study 2,Zn,-0.4520659592744719,"Zn, this study"
2726,"Mine cost elasticity
to ore grade ( )",This study,This study 3,Zn,-0.0795118172677583,"Zn, this study"
2727,"Mine cost elasticity
to ore grade ( )",This study,This study 4,Zn,-0.6148096536982818,"Zn, this study"
2728,"Mine cost elasticity
to ore grade ( )",This study,This study 5,Zn,-0.7226738288644494,"Zn, this study"
2729,"Mine cost elasticity
to ore grade ( )",This study,This study 6,Zn,-0.2706897662321176,"Zn, this study"
2730,"Mine cost elasticity
to ore grade ( )",This study,This study 7,Zn,-0.2330754588020558,"Zn, this study"
2731,"Mine cost elasticity
to ore grade ( )",This study,This study 8,Zn,-0.7756499173538012,"Zn, this study"
2732,"Mine cost elasticity
to ore grade ( )",This study,This study 9,Zn,-0.9826119874670972,"Zn, this study"
2733,"Mine cost elasticity
to ore grade ( )",This study,This study 10,Zn,-0.0621988401719938,"Zn, this study"
2734,"Mine cost elasticity
to ore grade ( )",This study,This study 11,Zn,-0.4231167272523744,"Zn, this study"
2735,"Mine cost elasticity
to ore grade ( )",This study,This study 12,Zn,-0.3016952329275159,"Zn, this study"
2736,"Mine cost elasticity
to ore grade ( )",This study,This study 13,Zn,-0.9608313257889296,"Zn, this study"
2737,"Mine cost elasticity
to ore grade ( )",This study,This study 14,Zn,-0.5278378857123154,"Zn, this study"
2738,"Mine cost elasticity
to ore grade ( )",This study,This study 15,Zn,-0.98966474238822,"Zn, this study"
2739,"Mine cost elasticity
to ore grade ( )",This study,This study 16,Zn,-0.0777153153165755,"Zn, this study"
2740,"Mine cost elasticity
to ore grade ( )",This study,This study 17,Zn,-0.1516746014145782,"Zn, this study"
2741,"Mine cost elasticity
to ore grade ( )",This study,This study 18,Zn,-0.4902357509417052,"Zn, this study"
2742,"Mine cost elasticity
to ore grade ( )",This study,This study 19,Zn,-0.0524501257013655,"Zn, this study"
2743,"Mine cost elasticity
to ore grade ( )",This study,This study 20,Zn,-0.1650381984375526,"Zn, this study"
2744,"Mine cost elasticity
to ore grade ( )",This study,This study 21,Zn,-0.0012153594758598,"Zn, this study"
2745,"Mine cost elasticity
to ore grade ( )",This study,This study 22,Zn,-0.5804340240381365,"Zn, this study"
2746,"Mine cost elasticity
to ore grade ( )",This study,This study 23,Zn,-0.5712508265289156,"Zn, this study"
2747,"Mine cost elasticity
to ore grade ( )",This study,This study 24,Zn,-0.084475013170006,"Zn, this study"
2748,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 0,Zn,0.0386366623111864,"Zn, this study"
2749,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 1,Zn,0.0736495262025419,"Zn, this study"
2750,"Ore grade elasticity
to COT distribution mean (*)",This study,This study 2,Zn,0.0309122827965355,"Zn, this study"
